"text","retweet_count","favorite_count","is_retweet","date"
"Great interview of Ron Vitiello Former Acting Ice Director by JesseBWatters on FoxNews about all of the work that is being amp has been done on our Southern Border Thanks Ron terrific job Now if only the Democrats would fix the Loopholes amp Asylum",13756,56950,"0",2019-08-14
"BUILD A WALL amp CRIME WILL FALL This is the new theme for two years until the Wall is finished under construction now of the Republican Party Use it and pray",38896,166066,"0",2019-01-23
"The world will be laughing and taking full advantage of the United States if Joe Biden ever became President Our Country would COLLAPSE ",32466,100454,"0",2020-08-13
"RT mtgreenee Congratulations to Laura Loomer on her primary win  Now Twitter should reinstate her account jack ",15332,0,"0",2020-08-19
"THANK YOU MAGA ",15394,55020,"0",2020-08-21
"RT tedcruz NYT Book List is at it again SenMcSallyAZ book sold 10k but didnt make the list Got beat out by a book that sold 2k cop",6985,0,"0",2020-06-06
"RT realDonaldTrump What happened to General Michael Flynn a war hero should never be allowed to happen to a citizen of the United State",38655,0,"0",2020-04-30
"RT kilmeade The true story of the ultimate American underdogs is told in my new book Sam Houston amp the Alamo Avengers available in pape",4304,0,"0",2020-05-13
"Congratulations JimRyun ",9502,38042,"0",2020-07-25
"Thank you to two great people ",19690,94353,"0",2019-04-06
"Thank you Mark ",13661,62318,"0",2019-08-27
"Crazy Bernie has just entered the race I wish him well",27406,166418,"0",2019-02-20
"RT realDonaldTrump OBAMAGATE",99896,0,"0",2020-05-15
"You know whos at fault for this more than anyone else Comey because he leaked information and laundered it through a professor at Columbia Law School Shame on that professor and shame on Comey He snuck the information to a law professor who collaborated with him in",21065,82077,"0",2018-09-12
"Why doesnt FoxNews put up the CNBC POLL or the believe it or not CNN Poll Hope Roger A is looking down and watching what has happened to this once beautiful creation",23551,107122,"0",2020-05-22
"A total loser ",15861,69178,"0",2019-03-19
"RT realDonaldTrump I will be announcing the winners of the MAGACHALLENGE and inviting them to the WhiteHouse to meet with me and perfor",26304,0,"0",2019-11-09
"RT realDonaldTrump Happy Anniversary ProudDeplorable ",5494,0,"1",2018-09-09
"RT TheBlueHouseENG President Moon moonriver365 and President Trump realDonaldTrump reaffirmed their commitment to closely coordinat",8748,0,"1",2018-12-01
"RT GOPChairwoman Our supporters are working hard every day and getting the message out about realDonaldTrumps leadership Were going t",7244,0,"0",2020-05-01
"Barrack Obama talked a lot about hope but Donald Trump delivered the American Dream All the economic indicators whats happening overseas Donald Trump has proven to be far more successful than Barrack Obama President Trump is delivering the American Dream Jason Chaffetz",4613,15228,"0",2018-09-09
"Is this even possible to believe Can this be for real Where is this nursing home how is the victim doing",33463,150336,"0",2020-05-22
"RT RealBasedMAGA Rush Limbaugh The media is flooding the news w/negativity abt Trump in order to make us have doubts and be publicity af",27006,0,"1",2019-12-28
"No Voter Fraud ",18338,64424,"0",2020-05-22
"RT Mediaite Fox News Jesse Watters Impeachment Boring So Far Not a Sexy Scandal Americans Dont Care About Ukraine",3559,0,"0",2019-11-09
"RT ArthurSchwartz Wow tedlieu got a well deserved ass kicking Shame on you Ted  ",16457,0,"0",2019-04-12
"RT JessicaDitto45 Empowering half the worlds population to flourish in the market economy is the best way to boost growth WGDP ",6667,0,"0",2019-10-22
"When our Country had no debt and built everything from Highways to the Military with CASH we had a big system of Tariffs Now we allow other countries to steal our wealth treasure and jobs  But no more The USA is doing great with unlimited upside into the future",32489,144498,"0",2019-06-23
"RT JohnBoozman I'm pleased the Senate took this step to provide relief and support to America's workers amp families in the form of free vi",1991,0,"0",2020-03-20
"Oh no the Dems are worried again The only one that can kill this comeback is Sleepy Joe Biden",26175,140195,"0",2020-06-05
"The Trump Administration Trump policies have put our economy on a trajectory it has never been on before Griff Jenkins foxandfriends",16148,74051,"0",2019-12-24
"Thank you Terrence ",17839,75893,"0",2019-12-19
"RT TrumpWarRoom Fake News CNN is at it again carrying water for Joe Biden  ",9632,0,"0",2020-08-07
"RT TeamCavuto SenJohnKennedy to guest host cvpayne Our economy is going to take a shortterm hit from the COVID19 outbreak but I do",2502,0,"0",2020-03-22
"RT Kimberl40855897 dbongino The rank and file know who has their back and remember no one knows who you vote for ",2054,0,"0",2019-05-01
"RT VP 50 years ago Apollo 11 launched holding astronauts that would soon make history and walk on the moon Today under the leadership",12654,0,"0",2019-07-17
"RT WhiteHouse LIVE POTUS at the Young Black Leadership Summit ",12229,0,"0",2019-10-05
"Michael knows ",8817,38419,"0",2020-08-30
"We now have the greatest Economy in history ",37336,152177,"0",2019-10-16
"Will be speaking at CPAC at 1130 this morning Record crowd live broadcast Enjoy",13602,75589,"0",2019-03-02
"RT WhiteHouse At a time when millions of American workers and families are struggling with the financial consequences of the virus it's",8691,0,"0",2020-04-21
"RT EricTrump All my friends in Missouri today is your LAST CHANCE to register to vote this November It is very easy to do  simply go t",7141,0,"1",2018-10-10
"They have really done a great job in capturing my longheld views and ideas This book is on sale now  a terrific read of a really interesting subject",8385,39316,"0",2018-11-30
"RT JacobsonNate Theres nothing greater than realDonaldTrump answering questionscan watch here ",5058,0,"0",2020-03-06
"Today in Alaska it was my great honor to visit with our brave men and women of the United States Military at Joint Base ElmendorfRichardson We are forever grateful for their service and sacrifice THANK YOU ",18756,93071,"0",2019-03-01
"RT oliviaintheusa Outside of a Dennys restaurant this morning SherryMAGA and I had this VeteranForTrump named Mike come give us a hug",7157,0,"0",2020-02-22
"RT FLOTUS This Administration remains committed to the fight against the opioid epidemic Thank you to all who participated in this week",6607,0,"0",2019-06-15
"The IG found that James Comey leaked Classified Documents to his attorneys which can be is a violation of the Espionage Act This is consistent with all the lies that Comey has been spreading GreggJarrett  ByronYork LouDobbs",10676,38495,"0",2019-08-31
"Our Social Media and beyond Stars DiamondandSilk are terrific people who are doing really well We are all very proud of them and their great success",19391,87579,"0",2018-09-08
"Vote MikeGarcia2020 by May 12th His opponent ChristyforCA25 voted to fire teachers and cut their salaries while bumping up her pay Now shes mocking our Great Vets We need Navy Fighter Pilot Mike Garcia in CA25 ",11331,34803,"0",2020-05-12
"There is NO WAY a place like Pennsylvania can vote for the Radical Left and their puppet Joe Biden when they are against fracking steel production and just about everything else that Pennsylvania stands for Likewise Texas and many other states",29087,123680,"0",2020-07-26
"DOW NASDAQ SampP 500 CLOSE AT RECORD HIGHS ",21997,85724,"0",2019-11-26
"A new Republican Star is born Great going EliseStefanik ",20208,79779,"0",2019-11-17
"RT elonmusk The left is losing the middle",81410,0,"0",2020-07-28
"Today we commemorate the 100th Anniversary of the birth of Saint John Paul II HAPPY BIRTHDAY ",23262,132753,"0",2020-05-19
"RT realdefender realDonaldTrump Protecting America and putting Americans first Thank you Mr President",8437,0,"0",2019-02-16
"RT JimJordan SpeakerPelosi is counting impeachment votes Heres what President Trump is counting266k new jobs54k in manufacturi",30180,0,"1",2019-12-07
"MAKE AMERICA GREAT AGAIN",44735,178928,"0",2018-09-01
"RT SenAlexander Thank you IvankaTrump for your and the entire realDonaldTrump Administrations support of the FUTUREAct ",2581,0,"1",2019-12-12
"RT charliekirk11 This is your daily reminder that it took Barack Obama until October of 2009 to declare Swine Flu a National Health Emerg",35535,0,"0",2020-03-10
"RT LaraLeaTrump Congrats on the new book toddstarnes  ",4420,0,"0",2019-09-12
"California now wants to scale back their already failed fast train project by substantially shortening the distance so that it no longer goes from LA to San Francisco A different deal and record cost overruns Send the Federal Government back the Billions of Dollars WASTED",28397,131247,"0",2019-02-20
"In the ultimate act of moral cowardice not one Democrat Candidate for president  not a single one  has stood up to defend the incredible men and women of ICE and Border Patrol They dont have the character the virtue or the spine Trump2020 ",24308,90352,"0",2019-06-19
"Dan Bishop was down 17 points 3 weeks ago He then asked me for help we changed his strategy together and he ran a great race Big Rally last night Now it looks like he is going to win CNN amp MSNBC are moving their big studio equipment and to talent out Stay tuned",1732,5698,"0",2019-09-11
"RT parscale We are not just going for black voters realDonaldTrump is delivering results to the community School Choice HBCU Gra",9661,0,"0",2020-02-08
"RT JimJordan Comey and others claim Horowitz report vindicated themHorowitz today The activities we found here dont vindicate an",26719,0,"1",2019-12-12
